Algorithm,TotalCloudlets,Violations,ViolationPct,Tier1,Tier2,Tier3,AvgTardiness,MaxTardiness,PowerConsumption,TotalTimeTaken
ACO_Multiple_Runs_128times_3,234,6,2.56,5,0,1,26.16,154.59,315.73,668.57
ACO_Multiple_Runs_128times_3,234,9,3.85,8,1,0,12.56,108.33,306.12,668.57
ACO_Multiple_Runs_128times_3,234,15,6.41,10,1,4,34.83,140.84,291.33,668.57
ACO_Multiple_Runs_128times_3,234,10,4.27,10,0,0,1.74,10.35,282.20,668.57
ACO_Multiple_Runs_128times_3,234,20,8.55,16,4,0,26.27,126.04,271.43,668.57
ACO_Multiple_Runs_128times_3,234,13,5.56,12,0,1,19.34,211.17,263.79,668.57
ACO_Multiple_Runs_128times_3,234,27,11.54,23,1,3,10.91,204.06,253.05,668.57
ACO_Multiple_Runs_128times_3,234,34,14.53,25,5,4,32.46,277.12,249.73,668.57
ACO_Multiple_Runs_128times_3,234,41,17.52,17,11,13,73.62,361.32,242.10,668.57
ACO_Multiple_Runs_128times_3,234,44,18.80,33,6,5,51.24,631.00,231.80,668.57
ACO_Multiple_Runs_128times_3,234,50,21.37,23,14,13,70.87,267.12,230.49,668.57
ACO_Multiple_Runs_128times_3,234,79,33.76,40,18,21,63.60,534.92,216.80,668.57
ACO_Multiple_Runs_128times_3,234,50,21.37,19,6,25,114.65,356.92,211.46,668.57
ACO_Multiple_Runs_128times_3,234,53,22.65,31,4,18,113.39,460.71,199.46,668.57
ACO_Multiple_Runs_128times_3,234,46,19.66,19,7,20,235.78,960.61,189.97,668.57
ACO_Multiple_Runs_128times_4,250,5,2.00,5,0,0,0.41,1.04,700.00,630.46
ACO_Multiple_Runs_128times_4,250,0,0.00,0,0,0,0.00,0.00,684.34,630.46
ACO_Multiple_Runs_128times_4,250,4,1.60,3,1,0,17.71,68.10,674.02,630.46
ACO_Multiple_Runs_128times_4,250,2,0.80,2,0,0,0.99,1.23,657.71,630.46
ACO_Multiple_Runs_128times_4,250,3,1.20,3,0,0,1.29,2.14,644.20,630.46
ACO_Multiple_Runs_128times_4,250,6,2.40,6,0,0,1.13,5.07,620.09,630.46
ACO_Multiple_Runs_128times_4,250,2,0.80,2,0,0,0.34,0.67,602.84,630.46
ACO_Multiple_Runs_128times_4,250,1,0.40,1,0,0,0.74,0.74,579.83,630.46
ACO_Multiple_Runs_128times_4,250,4,1.60,4,0,0,3.31,10.60,553.46,630.46
ACO_Multiple_Runs_128times_4,250,1,0.40,1,0,0,0.49,0.49,542.14,630.46
ACO_Multiple_Runs_128times_4,250,1,0.40,1,0,0,0.47,0.47,533.93,630.46
ACO_Multiple_Runs_128times_4,250,11,4.40,9,2,0,3.21,14.50,519.58,630.46
ACO_Multiple_Runs_128times_4,250,3,1.20,3,0,0,0.64,0.94,506.50,630.46
ACO_Multiple_Runs_128times_4,250,0,0.00,0,0,0,0.00,0.00,496.49,630.46
ACO_Multiple_Runs_128times_4,250,4,1.60,3,1,0,12.46,43.51,465.19,630.46
ACO_Multiple_Runs_128times_4,250,3,1.20,3,0,0,1.00,1.29,455.18,630.46
ACO_Multiple_Runs_128times_4,250,2,0.80,2,0,0,1.02,1.81,431.61,630.46
ACO_Multiple_Runs_128times_4,250,3,1.20,3,0,0,0.93,1.19,412.86,630.46
ACO_Multiple_Runs_128times_4,250,8,3.20,7,1,0,14.97,105.45,388.30,630.46
ACO_Multiple_Runs_128times_4,250,7,2.80,7,0,0,1.46,3.45,373.44,630.46
